day	Anno	celltype	UMAP_1	UMAP_2	marker:Hlx	marker:Postn	up:Foxp1	up:Creb3l1	up:Nr2f2	up:Hoxb2	up:Gata5	up:Nkx2-3	up:Mef2c	down:Cdx2	down:Lef1	down:Hoxd9	down:Pitx1	down:Id3	down:Hoxd1	down:Evx1	down:Nkx1-2	down:Hoxa10	down:Msx1	down:Msx2	down:Tcf7	down:Alx3	down:Hmga2	down:Sp5	down:Hoxa1	down:Id1	down:Cdx1	down:Hoxb6	down:Hoxb8	down:Hoxb9	down:Cdx4	down:Tbx3
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-3.73	-4.62	0	0	2.4	0	0	2.4	0	0	0	4.3	3.4	2.4	3.7	4.3	0	2.4	0	2.4	3.1	0	0	0	4.1	0	0	3.1	3.1	3.1	2.4	2.4	2.4	2.4
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-6.14	4.38	0	0	0	0	0	0	2.2	0	0	0	0	0	0	4.6	0	0	0	0	3.7	2.2	2.2	0	3.7	2.9	0	4.7	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	3.39	-8.34	0	0	0	2.4	0	2.4	0	0	0	0	0	0	4.3	2.4	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	2.4	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-6.39	4.96	0	0	0	0	0	2.7	3.1	0	0	2.1	3.1	0	0	4.5	0	0	0	0	0	4.4	0	0	3.4	0	0	2.7	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.02	-3.63	0	3.5	0	3.5	0	2.5	0	0	0	0	0	0	0	3.5	0	0	0	0	3.2	3.2	0	0	2.5	0	0	0	0	2.5	3.2	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	2.19	-5.41	0	2	2.6	2	0	2	0	0	0	0	0	2	3.3	4.2	0	2	0	0	2	3.5	0	0	2.6	2.6	2	2.6	0	2	2	0	0	2.6
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	5.89	-0.28	2.6	2.6	2.6	3.2	0	3.2	0	0	0	0	0	0	0	3.9	0	0	0	0	3.9	2.6	0	0	2.6	0	2.6	0	0	2.6	2.6	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.15	-2.24	0	0	1.9	2.6	0	3.4	0	0	0	0	1.9	1.9	0	0	1.9	0	0	0	2.9	2.6	0	0	2.9	0	0	0	0	2.9	1.9	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	5.22	-3.29	0	2	0	0	0	3	0	0	0	0	2	0	3	2.7	2	0	0	0	3.9	3	0	0	4	2	2	2	0	3	0	0	0	2
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.83	2.17	0	0	3	2.3	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.55	5.3	0	0	0	3.4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2.4	2.4	0	0	2.4	0	0	0	0	2.4	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.04	-3.83	2.6	0	2	0	0	3.3	0	0	0	0	0	0	2	4.4	0	0	0	0	2	0	0	0	2.6	0	0	2.6	0	2	0	0	0	2
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.58	3.14	0	0	2.9	3.6	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	2.9	2.9	0	0	0	0	0	0	0	2.3	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.04	-6.34	1.6	0	1.6	0	0	2.2	2.2	0	0	4.2	2.2	2.8	3.5	4.5	1.6	0	2.2	2.2	3	0	0	2.2	3.6	0	0	2.8	1.6	2.6	1.6	1.6	2.2	2.6
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.88	3.68	2.7	0	2.1	3.1	0	2.1	0	2.7	2.1	0	0	0	0	2.1	0	0	0	0	3.1	0	0	0	2.7	0	2.1	0	0	2.1	2.1	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.07	-0.27	2.2	1.6	2.5	2.2	1.6	3.3	2.2	0	0	1.6	3	0	0	3.7	0	0	1.6	0	3.2	2.2	1.6	0	2.2	2.2	1.6	2.2	2.5	2.2	1.6	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.29	-0.41	0	0	0	0	0	2.6	0	0	0	0	0	0	3.3	3.7	0	2.6	0	0	2.6	0	0	0	2.6	0	2.6	3.7	3.7	3.7	2.6	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.34	1.24	0	0	2.4	2.7	1.8	3	0	1.8	0	0	0	0	0	1.8	0	0	1.8	0	1.8	2.7	1.8	0	3	0	0	0	1.8	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-3.84	4.85	0	0	0	0	2	3.4	2	0	2	0	0	0	0	4.1	0	0	0	0	3	0	0	0	3.2	0	0	4.5	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-1.53	1.01	0	2.7	1.5	3.3	0	1.5	0	1.5	1.5	0	0	0	0	2	0	0	0	0	2.7	1.5	0	0	2.9	0	3	2.4	0	2.4	1.5	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-2.09	7.15	0	2.2	1.6	2.2	2.2	2.8	1.6	2.2	3.1	0	0	0	1.6	3.1	0	0	0	0	2.6	1.6	0	0	3.6	0	0	0	0	0	2.2	0	0	1.6
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-6.54	3.95	0	0	0	3	0	3.4	0	0	0	0	3.9	0	0	4.4	0	0	0	0	2.3	0	2.3	0	2.3	0	2.3	4	0	0	0	0	0	2.3
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-1.9	3.24	0	0	0	0	0	3	2.4	0	0	0	2.4	0	0	2.4	0	0	0	0	3.4	3.4	0	0	2.4	0	0	0	0	2.4	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	3.03	-1.28	0	0	1.6	1.6	0	2.2	0	0	2.2	0	1.6	0	2.6	3.6	1.6	0	0	0	4.2	3	1.6	0	2.8	0	1.6	1.6	1.6	3.2	1.6	0	0	1.6
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	3.82	-3.07	0	2.2	0	2.2	0	0	0	0	0	2.2	3.2	2.2	0	4.9	2.2	0	0	0	4.4	2.8	0	0	3.2	0	2.2	3.2	0	2.2	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.82	2.09	2.3	0	2.9	2.3	0	2.3	0	2.3	0	2.3	0	0	2.3	0	0	0	0	0	2.3	0	0	0	2.3	0	0	0	0	2.3	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	4.31	2.81	0	2.2	2.2	2.8	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	2.2	2.2	0	0	3.2	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-0.1	4.91	0	0	3.1	0	2.4	3.7	0	0	0	0	0	0	0	3.1	0	0	0	0	3.1	0	0	0	2.4	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	5.09	-2.22	0	2.9	0	2.9	0	2.3	0	0	0	0	0	0	2.9	3.8	0	0	0	0	4.1	3.3	0	0	3.3	0	2.3	0	0	0	2.3	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-2.99	3.62	0	0	0	2.3	2.3	3.7	2.3	0	2.3	0	0	0	0	4.3	3	0	0	0	2.3	3	0	0	2.3	0	0	3	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	5.78	-2.05	0	2.9	0	0	0	3.2	2.6	0	0	0	1.9	0	1.9	4.2	1.9	0	0	0	4.8	2.9	0	0	2.9	0	2.9	2.9	0	2.9	2.6	0	0	1.9
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.93	2.73	0	0	3	3.4	0	0	0	2.3	0	2.3	0	0	0	0	0	0	0	0	0	2.3	0	0	3	0	0	0	0	3	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-4.93	-3.46	0	0	2	0	0	3.7	0	0	0	3.3	0	3.1	0	3.5	0	2	2	0	2	2.7	0	0	2.7	0	0	0	0	3.9	0	2	3.5	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.15	-1.56	0	0	0	0	0	0	0	0	0	3.5	3	2.6	2.6	4.1	2	3	0	0	3.5	3.6	0	0	3.5	3	2	2.6	0	3.6	2	0	3	2
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-2.54	-2.58	0	0	3	2.4	0	0	0	2.4	0	3.7	0	0	3	3	0	0	2.4	0	3	0	0	0	3	0	0	2.4	0	3	3	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	2.55	0.65	1.9	0	2.5	0	0	2.5	0	0	0	0	0	0	2.5	2.8	0	0	0	0	2.5	1.9	0	0	2.8	0	0	1.9	0	1.9	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	3.68	-2.08	0	0	0	0	0	3.6	0	0	0	0	0	0	2.6	3.3	0	0	0	0	0	3.3	0	0	3.3	2.6	0	0	0	3.3	2.6	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	1.99	-4.96	0	0	2.3	3.6	0	2.3	0	0	0	0	0	0	5	4	0	0	2.3	0	2.9	3.3	0	0	0	0	0	2.3	0	2.3	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-0.74	-0.67	2	0	3	2.6	0	3.3	0	0	0	0	0	0	0	3.8	0	0	0	0	2	0	0	0	3.8	0	0	3.3	0	2.6	0	0	0	2
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-1.94	-2.32	1.9	0	1.9	1.9	0	0	0	1.9	0	3.2	0	0	0	1.9	1.9	0	0	0	0	0	1.9	0	3.4	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	4.1	1.93	2.1	0	2.1	3.2	0	2.1	0	2.8	0	0	0	2.1	2.8	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	3.2	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-1.58	6.49	0	2.8	1.8	1.8	0	2.8	0	0	0	1.8	0	0	1.8	3.1	0	0	0	0	3.5	2.8	0	0	2.8	0	0	0	0	2.8	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	2.92	-2.68	0	0	0	0	0	2.8	0	0	0	2.8	2.1	0	3.6	0	2.8	0	0	0	4	2.1	2.1	0	3.4	0	0	2.1	2.1	2.8	0	0	0	2.1
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.95	-1.64	0	3.8	0	3.3	0	4.2	0	0	0	0	2.3	0	0	0	0	0	0	0	4.2	2.3	0	3	2.3	0	0	0	0	3.6	2.3	0	0	2.3
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	5.77	-3.98	0	3	0	3.4	0	3.2	0	0	0	0	0	0	2.6	0	0	0	2	0	4.1	2.6	0	0	3.2	0	2	2	0	3.6	2.6	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-1.9	3.03	2	0	1.4	1.4	1.4	3	1.4	1.4	1.4	0	1.4	0	0	4	1.4	0	0	0	2.4	2.6	0	1.4	2.4	0	2.4	2	0	2.4	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-5.73	5.14	0	0	1.8	1.8	0	2.4	2.7	0	1.8	0	0	0	0	4.7	2.4	0	0	0	3.2	2.4	0	0	3.2	1.8	0	3.2	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.07	3.67	0	2	0	3.9	0	3.5	0	2.7	0	2	0	0	2	0	0	0	0	0	3	0	0	0	2.7	0	0	0	0	3	2	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	7.2	-1.66	0	3	2.3	2.3	0	0	0	0	0	0	0	0	3	3	2.3	0	0	0	3.4	2.3	0	2.3	2.3	2.3	0	3	0	0	0	0	2.3	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	4.06	-1.86	0	0	1.7	1.7	0	3.3	1.7	0	0	0	0	0	0	3.8	0	0	0	0	3.7	1.7	0	1.7	2.6	1.7	0	0	0	2.6	2.2	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	2.58	0.13	1.4	2	0	3.1	1.4	2	0	0	0	0	0	0	1.4	2.3	0	0	0	0	2	2.3	0	0	3	0	2	2	1.4	2.6	2	0	0	1.4
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.61	-2.76	0	3.1	0	3.1	0	0	0	0	0	0	0	0	2.5	2.5	0	0	0	0	3.8	2.5	0	0	3.1	0	0	0	0	2.5	0	0	0	2.5
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	3.44	-2.52	0	2.1	0	2.1	0	0	0	0	0	2.8	0	0	3.4	4.5	0	0	0	0	3.4	3.2	2.1	2.1	2.8	0	0	2.1	0	3.7	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.35	7.77	0	0	2.8	1.8	2.4	3.6	0	0	2.4	0	1.8	0	0	0	0	0	0	0	3.1	1.8	0	0	2.4	0	1.8	0	0	1.8	1.8	0	0	1.8
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-1.83	0.98	0	0	0	0	2.3	2.3	0	0	0	0	2.3	0	0	3.3	0	0	0	0	2.3	0	0	2.3	2.3	2.3	0	2.3	0	2.3	2.9	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	1.94	-5.89	0	2.7	0	0	0	2.7	0	0	0	0	0	0	3.9	2.7	0	0	0	0	0	2.1	0	0	0	3.1	0	0	0	2.7	2.1	2.1	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-3.61	-1.61	0	0	0	0	0	3.8	0	0	0	3.4	0	3.4	0	4.9	0	0	0	0	4	2.7	2.7	0	2.7	0	2.7	4.3	2.7	0	2.7	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	4.33	4.09	2.4	2.4	0	2.4	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	2.4	0	0	0	0	0	2.4	0	2.4	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.53	5.23	0	0	0	2.4	0	3.4	0	0	0	0	0	0	2.4	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	2.4	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	2.56	-2.3	0	0	2.4	1.5	0	2.1	0	0	0	2.4	2.9	1.5	2.9	4.5	1.5	0	1.5	1.5	4	3.8	0	1.5	3.8	2.4	1.5	3.2	0	1.5	2.1	0	0	1.5
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-6.31	4.7	0	0	0	2.3	0	0	0	0	2.3	0	2.9	0	0	4.9	2.3	0	0	0	2.3	3.6	0	0	3.8	2.3	0	2.9	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-2.07	-0.86	3.7	0	1.9	1.9	1.9	2.5	0	3.1	0	3.9	0	0	1.9	3.8	1.9	0	1.9	0	1.9	1.9	0	0	4	0	0	1.9	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.24	-2.7	0	0	1.9	0	0	0	0	0	0	3.6	3.9	0	1.9	4.5	3.8	0	0	0	4.1	3.4	0	0	3.8	0	2.9	3.4	3.6	2.6	1.9	0	3.8	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-0.81	-0.81	0	1.8	0	0	0	0	0	0	0	1.8	0	0	2.8	3.5	0	1.8	0	0	2.8	1.8	0	0	0	1.8	0	1.8	0	1.8	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.51	-1.99	0	0	0	0	0	0	0	0	0	3.5	0	0	0	3.5	3	0	2	0	2.6	3.5	2	0	3.8	2.6	0	3.5	2.6	0	0	0	2	2
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-3.87	2.57	0	2.5	0	0	0	3.1	0	0	0	0	0	0	0	3.8	0	0	0	0	3.1	0	0	0	3.8	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	4.19	-2.25	0	3	0	2	2	3	2	0	0	0	0	2	2.6	3.4	2.6	0	0	0	3.8	3.9	2.6	0	2	2	0	2.6	0	4.1	2.6	0	0	3
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-4.74	4.34	0	0	2	2	0	4.2	2	0	0	0	3.1	0	0	4.6	0	0	0	0	2.7	3.5	0	0	3.5	0	0	4	0	0	0	0	0	2
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-5.16	-2.83	0	0	0	0	0	3.1	0	0	0	3.9	3.7	3.1	2.8	4.3	1.9	1.9	0	0	3.7	3.5	1.9	0	3.1	2.5	2.8	3.5	0	3.1	0	2.8	3.5	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.69	-2.4	1.6	0	2.2	1.6	0	2.6	0	0	0	0	0	0	1.6	2.2	0	0	0	0	0	2.2	0	0	2.8	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-0.26	3.8	0	0	0	3.3	2.7	2.7	0	0	0	0	0	0	0	0	0	0	0	0	2.7	2.1	0	0	2.1	0	0	0	2.1	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-3.73	6.51	0	0	3.7	0	0	4.3	3.1	0	3.7	0	2.4	0	0	4.6	0	0	0	0	0	0	0	0	2.4	0	0	2.4	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.48	1.32	0	0	0	1.9	0	0	0	0	0	2.9	2.5	0	0	0	1.9	0	1.9	0	0	2.5	0	0	1.9	0	0	0	0	1.9	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	-4.52	2.35	0	0	1.9	0	2.5	2.9	0	0	0	0	1.9	0	0	4.4	0	0	0	0	4.3	2.5	0	0	1.9	0	2.5	3.2	0	0	0	0	0	1.9
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-5.01	5.91	0	0	2.3	0	0	3.3	3.6	0	2.9	0	2.9	0	0	4.3	2.3	0	0	0	0	2.9	2.3	0	4	0	0	3.6	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	1.63	-6.28	0	2.8	0	3	0	1.6	0	0	0	0	2.2	0	4.3	2.2	0	2.2	0	0	1.6	2.2	0	0	2.5	0	0	0	0	1.6	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	4.07	4.19	0	0	2.1	2.8	0	3.4	0	2.1	0	2.1	0	0	0	0	0	0	0	0	2.8	3.2	0	0	0	0	0	0	0	2.8	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-0.77	5.04	0	0	2.4	3.1	0	3.1	0	0	0	2.4	0	0	0	3.1	0	0	0	0	3.1	0	0	0	2.4	0	0	3.1	0	3.1	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-6.94	4.69	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3.3	3.8	2.3	0	3.3	2.9	0	4.1	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-3.01	2.53	0	0	2.4	0	0	3.4	2.4	0	0	0	0	0	0	2.4	0	0	0	0	3	0	2.4	0	3	0	0	2.4	0	0	0	0	0	2.4
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	5.07	3.19	0	0	0	3.1	0	3.1	0	0	0	2.4	0	0	0	0	0	0	0	0	2.4	0	0	0	3.1	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-3.33	3.31	0	0	0	0	2.1	0	0	0	0	0	0	0	0	3.1	3.1	0	0	0	2.8	0	0	0	2.8	0	0	0	0	0	0	0	2.1	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-1.41	0.99	0	2.2	2.2	3.2	0	2.8	0	0	0	0	0	0	0	2.2	0	0	0	0	0	2.2	0	0	2.2	0	0	0	0	2.2	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	0.73	3.38	2	2.7	0	0	0	3.3	2.7	0	0	0	0	0	2	0	0	0	0	0	3.5	2	0	2	3.7	0	0	0	0	2.7	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.01	1.72	0	0	2	0	2	2	2	2	2	2	0	0	0	2.7	0	0	0	0	2	0	2	0	2	0	0	2.7	0	2.7	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.77	3.78	0	2.5	2.5	3.2	0	3.2	0	0	0	0	0	0	0	2.5	0	0	0	0	2.5	0	2.5	0	2.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-4.82	5.43	0	0	2.4	0	0	3.4	3.4	0	0	0	3	0	0	4.6	0	0	0	0	3.4	2.4	0	0	2.4	0	0	4.1	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	0.39	-0.88	0	2.1	0	2.7	0	1.5	0	0	0	0	0	0	1.5	3.9	0	0	1.5	0	3.5	2.1	1.5	1.5	2.5	0	0	2.7	0	1.5	2.1	1.5	0	1.5
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	1.97	-5.35	0	3.4	2.1	3.6	0	2.1	0	0	0	2.1	0	0	4.5	4.3	0	0	0	0	4.2	0	0	2.1	2.7	3.4	0	0	0	2.7	2.1	2.1	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-0.11	1.37	1.8	0	2.8	1.8	2.4	2.4	0	0	0	1.8	1.8	0	3.1	0	0	0	0	0	3.1	2.8	0	0	3.9	0	0	0	0	1.8	1.8	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-4.14	4.35	0	0	0	0	0	3.5	2.5	0	0	0	0	0	0	4.6	2.5	0	0	0	3.1	3.1	0	0	2.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.59	4.4	0	0	2.1	3.2	0	4.4	0	0	0	0	2.1	0	0	0	0	0	0	0	2.8	3.2	0	2.1	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.08	1.06	2.2	0	2.2	2.2	2.2	2.8	0	0	0	0	2.2	0	0	0	0	0	2.2	0	2.2	2.8	2.2	2.2	3.2	0	0	0	0	3.2	2.8	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	1.49	3.84	0	2.3	2.3	2.9	0	3.3	0	0	0	0	0	0	0	2.3	0	0	0	0	2.9	2.3	0	0	2.3	0	0	0	0	2.9	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.18	-0.48	0	2.4	0	0	0	2.4	0	0	0	0	0	0	2.4	0	0	0	0	0	3.9	2.4	2.4	0	2.4	0	0	0	0	3.1	2.4	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	4.81	-2.05	0	3.1	0	3.4	0	2.1	0	0	0	0	0	0	2.1	4.3	0	0	0	0	4.4	3.6	0	0	2.1	0	2.7	2.1	0	2.7	2.1	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	4.77	3.68	0	0	0	2.5	0	3.1	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-1.64	0.84	0	1.6	0	0	2.2	3.1	0	1.6	0	0	0	0	0	3.6	0	0	0	0	2.6	2.2	0	0	1.6	0	0	1.6	0	2.2	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	3.54	4.09	0	2.2	3.2	2.8	2.2	3.7	0	0	0	0	0	0	3.5	0	0	0	0	0	3.2	2.2	0	0	0	0	0	0	0	0	2.8	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-3.29	6.91	0	0	2.3	2.3	0	3.4	2.3	0	4.4	0	0	0	0	3.8	0	0	0	0	2.3	0	0	0	3.8	0	2.3	0	0	0	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	3.64	-1.75	0	0	2.4	0	0	2.4	2.4	0	0	0	0	0	3.8	4.4	3.1	0	0	0	2.4	3.8	0	0	3.1	2.4	2.4	2.4	0	3.8	0	0	0	0
E8.25	E825_Amniochorionic_mesoderm_B	Amniochorionic_mesoderm_B	6.7	-2.28	0	2.5	0	2.5	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	3.5	0	2.5	0	2.5	0	0	0	0	2.5	2.5	0	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-2.19	-2.42	0	0	3	0	0	0	0	2	0	3	2	0	2.6	4.2	0	0	0	0	2	0	0	0	3.3	0	0	3.8	0	2.6	2	2.6	0	0
E8.25	E825_Amniochorionic_mesoderm_A	Amniochorionic_mesoderm_A	-0.38	4.23	0	0	2.3	2.3	0	0	2.3	0	0	0	0	0	0	3.3	0	0	0	0	3.3	3.6	0	0	2.3	0	0	0	0	0	0	0	0	2.3
