day	Anno	celltype	UMAP_1	UMAP_2	Btg2	C130060K24Rik	Cdkn1c	Dach1	Dach2	Dmbx1	Ebf1	Ebf2	Fgf15	Fgf17	Fgf8	Gadd45g	Mecom	Mitf	Mybl1	Neurod1	Nfia	Nkx2-1	Nlgn1	Npas3	Olig2	Pax2	Pax3	Pax5	Pcbp3	Ppp1r1c	Prdm16	Prmt8	Ptprr	Setbp1	Shox2	Six3	Slc17a6	Sox1	Sox5	Sox6	Syt13	Trps1	Zeb2
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.04	4.87	0	0	3	1.8	0	0	0	0	3	1.8	0	0	0	0	0	0	0	0	0	0	0	1.8	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.04	7.53	0	0	2.2	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.79	-4.69	0	0	2.9	0	0	0	0	0	1.6	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	1.6
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-2.85	6.58	0	0	2.9	0	0	0	0	0	0	3.3	4.5	0	0	0	0	0	0	0	0	0	0	0	0	2.9	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-3.56	4.02	0	0	1.8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	2.4	2.4	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.74	-4.6	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0	0	2.1	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.73	-4.21	0	0	0	0	0	0	0	0	2.6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.1	4.7	0	0	0	0	0	0	0	0	2.1	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.64	-3.18	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-8.24	-3.14	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.87	-0.32	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-3.61	4.78	0	0	0	0	0	1.9	0	0	1.9	0	1.9	0	0	0	0	0	0	0	0	0	0	1.9	0	1.9	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.17	5.32	0	0	1.8	0	0	0	0	0	2.4	3.6	3.3	0	0	0	0	0	0	0	0	0	0	2.4	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.54	-5.08	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	1.8	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.46	2.99	0	0	2.7	0	0	1.8	0	0	3.2	1.8	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	0.48	-3.35	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.34	4.59	0	0	0	0	0	0	0	0	0	1.8	0	2.4	0	0	0	0	0	0	0	0	0	0	2.4	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.05	-5.13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	3.4	0	1.8	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.3	-1.8	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	1.7	0	0	0	1.7	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.66	-4.17	0	0	3.6	0	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-2.54	6.81	0	0	1.8	0	0	0	1.8	0	0	2.4	4.2	0	0	0	0	0	0	0	0	0	0	0	0	1.8	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.89	-2.27	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.95	2.77	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-3.21	7.03	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.18	7.47	0	0	2.1	0	0	0	0	0	2.8	2.8	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.27	-0.28	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.85	0.49	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0	1.7	0	0	0	0	0	1.7	0	0	1.7
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-3.89	7.8	2	0	2	0	0	0	0	0	2.6	2.6	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.91	5.09	0	0	3.3	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.73	-4.16	0	0	3.1	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	1.42	-2.81	0	0	3.1	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	1.4	0	0	0	0	2.8
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.83	-4.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	2.7	0	0	0	1.8	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.78	-1.15	0	0	2.6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.98	-4.48	0	0	3.4	0	0	0	0	0	2.7	0	3.4	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-3.43	7.14	0	0	3.3	0	0	0	0	0	0	2.6	5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.85	-0.5	2.2	0	2.2	0	0	0	0	0	2.2	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	2.2	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.3	-2.22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-8.47	-1.8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-2.54	6.43	0	0	2	0	0	0	0	0	2.6	3	4	0	0	0	0	0	0	0	0	0	0	2	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.08	3.32	0	0	2.6	0	0	1.4	0	0	2.8	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	1.4	0	0	0	0	0	0	0	0	1.4	0	0	0	0	1.4
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.77	-3.86	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.88	-2.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.24	-3.92	0	0	2.4	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	2.4	0	1.5	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.26	-5.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	3.6	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-2.96	6.85	0	0	2.8	0	0	0	0	0	2.4	0	1.8	0	0	1.8	0	0	0	0	0	0	0	0	0	2.4	2.4	0	0	0	0	0	0	0	0	0	0	0	0	1.8	2.4
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.83	5.38	0	0	3.2	0	0	0	0	0	2.2	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.93	-2.53	0	0	2.8	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	2.8	0	0	0	0	0	0	2.2	0	2.2	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.6	-2.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.63	4.86	0	0	2.1	0	0	0	0	0	2.1	2.1	3.1	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.05	-5.11	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	2.6	0	1.9	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-3.54	7.62	0	0	0	0	0	0	0	0	2.4	2.7	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.15	3.33	0	0	2.5	0	0	0	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.33	-1.43	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	2.7	2.7	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.26	-6.15	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	1.8
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.62	-3.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.59	-2.89	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	0.24	-3.69	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	1.18	-2.92	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.49	-5.79	0	0	2.2	0	1.6	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	2.2	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.07	-0.27	0	0	3.2	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	1.9
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.89	-4.27	0	0	2.5	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	1.9	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.96	-4.13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.92	2.81	2.2	0	1.6	0	0	0	0	0	3.2	0	0	2.2	0	0	0	0	0	0	0	0	0	2.2	1.6	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.95	3.9	2.3	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	1.3	-3.53	2.9	0	3.9	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.09	-2.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.45	-2.93	0	0	2.1	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	2.1	0	0	2.1
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-3.73	5.62	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.99	-4.46	0	0	3	2	0	0	0	0	2	3.8	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.03	2.29	0	0	1.7	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-2.7	6.57	0	0	0	0	0	0	0	0	0	3.7	4.2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-2.35	6.42	1.6	0	2.1	0	0	0	0	0	2.1	1.6	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	2.1
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.8	3.94	0	0	1.8	0	0	1.8	1.8	1.8	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.71	3.39	0	0	2.6	0	0	0	0	0	1.9	0	1.9	1.9	0	0	0	0	0	0	0	0	0	1.9	1.9	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-3.31	6.16	0	0	0	0	0	0	0	0	1.9	0	2.6	0	0	0	1.9	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.22	-1.6	0	0	2.1	0	0	0	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.97	5.37	0	0	2.2	0	0	0	0	0	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.74	-1.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.01	3.54	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-5.87	-0.14	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.23	7.71	0	0	2.3	0	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-8.13	-1.35	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	1.12	-3.74	2.1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	2.1	0	0	0	0	2.7	0	0	0	0	0	0	2.1
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.57	5.44	0	0	1.7	0	0	0	0	0	2.7	3	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.97	3.65	2.1	0	2.1	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	1.2	0.09	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.9	-1.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.24	-1.94	1.9	0	1.9	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.03	6.19	0	0	2.5	0	0	0	0	0	1.9	3.5	1.9	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.52	-1.35	0	0	0	0	0	0	1.7	0	1.7	0	1.7	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.62	6.06	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	2.1	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.66	1.14	0	0	1.8	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.61	-4.28	0	0	1.9	1.9	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.77	-4.91	0	0	1.8	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	1.8	0	0	0	0	0	0	3.5	0	0	1.8	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.48	-3.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	3.4	0	2.5	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.75	4.97	2	0	2	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-4.88	3.02	0	0	3	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	1.15	-3.06	0	0	2.3	0	0	0	0	0	1.7	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.98	-3.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	2.5	0	0	0	0	0	0	3.5	0	1.9	0	0	0	0	1.9
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.61	2.63	1.7	0	1.7	0	0	0	0	0	2.7	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.13	5.32	0	0	0	0	0	0	0	0	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.66	-1.07	0	0	2.9	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.43	-1.96	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-7.28	-1.41	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	2.3
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-6.83	-3.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	1.57	-3.44	0	0	2.1	0	0	0	2.1	0	0	0	2.1	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	2.7
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-1.45	6.38	0	0	2.6	0	0	0	0	0	0	3.3	4	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8.5	E85_Forebrain_Midbrain	Forebrain_Midbrain	-8.08	-1.33	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0
